Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
2017-01-24,2/21/2018 21:00,Utah Jazz,93,Denver Nuggets,103,Box Score,,10867,
2017-01-24,2/21/2018 21:00,Minnesota Timberwolves,112,Phoenix Suns,111,Box Score,,17241,
2017-01-24,2/21/2018 19:00,Boston Celtics,108,Washington Wizards,123,Box Score,,16387,
2017-01-24,2/21/2018 19:00,Los Angeles Clippers,110,Philadelphia 76ers,121,Box Score,,17591,
2017-01-24,2/21/2018 19:00,Chicago Bulls,100,Orlando Magic,92,Box Score,,18846,
2017-01-24,2/21/2018 19:00,San Antonio Spurs,108,Toronto Raptors,106,Box Score,,19800,
2017-01-25,2/21/2018 22:30,Los Angeles Lakers,98,Portland Trail Blazers,105,Box Score,,19393,
2017-01-25,2/21/2018 20:30,New York Knicks,95,Dallas Mavericks,103,Box Score,,19750,
2017-01-25,2/21/2018 20:00,Philadelphia 76ers,114,Milwaukee Bucks,109,Box Score,,13663,
2017-01-25,2/21/2018 20:00,Toronto Raptors,99,Memphis Grizzlies,101,Box Score,,15904,
2017-01-25,2/21/2018 20:00,Oklahoma City Thunder,114,New Orleans Pelicans,105,Box Score,,15277,
2017-01-25,2/21/2018 20:00,Atlanta Hawks,119,Chicago Bulls,114,Box Score,,21445,
2017-01-25,2/21/2018 19:30,Miami Heat,109,Brooklyn Nets,106,Box Score,,14929,
2017-01-25,2/21/2018 19:30,Houston Rockets,109,Boston Celtics,120,Box Score,,18624,
2017-01-25,2/21/2018 19:00,Sacramento Kings,116,Cleveland Cavaliers,112,Box Score,OT,20562,
2017-01-25,2/21/2018 20:00,Golden State Warriors,113,Charlotte Hornets,103,Box Score,,19639,
2017-01-26,2/21/2018 20:00,Indiana Pacers,109,Minnesota Timberwolves,103,Box Score,,14862,
2017-01-26,2/21/2018 20:00,Dallas Mavericks,98,Oklahoma City Thunder,109,Box Score,,18203,
2017-01-26,2/21/2018 21:00,Phoenix Suns,120,Denver Nuggets,127,Box Score,,12231,
2017-01-26,2/21/2018 22:30,Los Angeles Lakers,88,Utah Jazz,96,Box Score,,19911,
2017-01-27,2/21/2018 22:00,Memphis Grizzlies,109,Portland Trail Blazers,112,Box Score,,19558,
2017-01-27,2/21/2018 20:00,San Antonio Spurs,103,New Orleans Pelicans,119,Box Score,,17757,
2017-01-27,2/21/2018 20:00,Houston Rockets,123,Philadelphia 76ers,118,Box Score,,20588,
2017-01-27,2/21/2018 20:00,Miami Heat,100,Chicago Bulls,88,Box Score,,22082,
2017-01-27,2/21/2018 20:00,Washington Wizards,112,Atlanta Hawks,86,Box Score,,16968,
2017-01-27,2/21/2018 19:30,Orlando Magic,98,Boston Celtics,128,Box Score,,18624,
2017-01-27,2/21/2018 19:30,Brooklyn Nets,116,Cleveland Cavaliers,124,Box Score,,20562,
2017-01-27,2/21/2018 19:30,Charlotte Hornets,107,New York Knicks,110,Box Score,,19812,
2017-01-27,2/21/2018 19:30,Milwaukee Bucks,86,Toronto Raptors,102,Box Score,,19800,
2017-01-27,2/21/2018 19:00,Sacramento Kings,111,Indiana Pacers,115,Box Score,OT,17522,
2017-01-28,2/21/2018 19:00,Sacramento Kings,109,Charlotte Hornets,106,Box Score,,18597,
2017-01-28,2/21/2018 19:30,Detroit Pistons,103,Miami Heat,116,Box Score,,19600,
2017-01-28,2/21/2018 20:00,Boston Celtics,112,Milwaukee Bucks,108,Box Score,OT,18717,
2017-01-28,2/21/2018 20:30,Los Angeles Clippers,98,Golden State Warriors,144,Box Score,,19596,
2017-01-28,2/21/2018 21:00,Brooklyn Nets,109,Minnesota Timberwolves,129,Box Score,,14798,
2017-01-28,2/21/2018 21:00,Denver Nuggets,123,Phoenix Suns,112,Box Score,,18055,
2017-01-28,2/21/2018 21:00,Memphis Grizzlies,102,Utah Jazz,95,Box Score,,19911,
2017-01-29,2/21/2018 19:00,Dallas Mavericks,105,San Antonio Spurs,101,Box Score,,18418,
2017-01-29,2/21/2018 19:00,Philadelphia 76ers,108,Chicago Bulls,121,Box Score,,21606,
2017-01-29,2/21/2018 18:00,Orlando Magic,114,Toronto Raptors,113,Box Score,,19800,
2017-01-29,2/21/2018 21:00,Golden State Warriors,113,Portland Trail Blazers,111,Box Score,,19393,
2017-01-29,2/21/2018 18:00,Houston Rockets,101,Indiana Pacers,120,Box Score,,17923,
2017-01-29,2/21/2018 15:30,Oklahoma City Thunder,91,Cleveland Cavaliers,107,Box Score,,20562,
2017-01-29,2/21/2018 15:00,New York Knicks,139,Atlanta Hawks,142,Box Score,4OT,13643,
2017-01-29,2/21/2018 18:00,Washington Wizards,107,New Orleans Pelicans,94,Box Score,,16779,
2017-01-30,2/21/2018 20:00,Orlando Magic,105,Minnesota Timberwolves,111,Box Score,OT,11124,
2017-01-30,2/21/2018 20:30,Cleveland Cavaliers,97,Dallas Mavericks,104,Box Score,,20202,
2017-01-30,2/21/2018 22:30,Memphis Grizzlies,115,Phoenix Suns,96,Box Score,,16332,
2017-01-30,2/21/2018 20:00,Detroit Pistons,109,Boston Celtics,113,Box Score,,18188,
2017-01-30,2/21/2018 19:30,Brooklyn Nets,96,Miami Heat,104,Box Score,,19600,
2017-01-30,2/21/2018 18:00,Sacramento Kings,119,Philadelphia 76ers,122,Box Score,,15840,
2017-01-31,2/21/2018 20:30,Oklahoma City Thunder,94,San Antonio Spurs,108,Box Score,,18418,
2017-01-31,2/21/2018 20:00,Sacramento Kings,83,Houston Rockets,105,Box Score,,15187,
2017-01-31,2/21/2018 19:00,New York Knicks,101,Washington Wizards,117,Box Score,,16683,
2017-01-31,2/21/2018 19:00,New Orleans Pelicans,106,Toronto Raptors,108,Box Score,OT,19800,
2017-01-31,2/21/2018 22:30,Denver Nuggets,116,Los Angeles Lakers,120,Box Score,,18997,
2017-01-31,2/21/2018 22:00,Charlotte Hornets,98,Portland Trail Blazers,115,Box Score,,19393,
2017-02-01,2/21/2018 21:00,Milwaukee Bucks,88,Utah Jazz,104,Box Score,,19694,
2017-02-01,2/21/2018 21:00,Memphis Grizzlies,119,Denver Nuggets,99,Box Score,,12020,
2017-02-01,2/21/2018 21:00,Los Angeles Clippers,124,Phoenix Suns,114,Box Score,,16191,
2017-02-01,2/21/2018 22:30,Charlotte Hornets,111,Golden State Warriors,126,Box Score,,19596,
2017-02-01,2/21/2018 21:30,Chicago Bulls,128,Oklahoma City Thunder,100,Box Score,,18203,
2017-02-01,2/21/2018 20:30,Philadelphia 76ers,95,Dallas Mavericks,113,Box Score,,19263,
2017-02-01,2/21/2018 19:00,Minnesota Timberwolves,97,Cleveland Cavaliers,125,Box Score,,20562,
2017-02-01,2/21/2018 19:30,Toronto Raptors,104,Boston Celtics,109,Box Score,,18624,
2017-02-01,2/21/2018 19:30,New York Knicks,95,Brooklyn Nets,90,Box Score,,17732,
2017-02-01,2/21/2018 19:30,New Orleans Pelicans,98,Detroit Pistons,118,Box Score,,14262,
2017-02-01,2/21/2018 19:30,Atlanta Hawks,93,Miami Heat,116,Box Score,,19600,
2017-02-01,2/21/2018 19:00,Indiana Pacers,98,Orlando Magic,88,Box Score,,16662,
2017-02-02,2/21/2018 19:00,Los Angeles Lakers,108,Washington Wizards,116,Box Score,,16473,
2017-02-02,2/21/2018 20:00,Atlanta Hawks,113,Houston Rockets,108,Box Score,,15602,
2017-02-02,2/21/2018 20:30,Philadelphia 76ers,86,San Antonio Spurs,102,Box Score,,18418,
2017-02-02,2/21/2018 22:30,Golden State Warriors,133,Los Angeles Clippers,120,Box Score,,19385,
2017-02-03,2/21/2018 19:00,Toronto Raptors,94,Orlando Magic,102,Box Score,,17141,
2017-02-03,2/21/2018 19:30,Indiana Pacers,106,Brooklyn Nets,97,Box Score,,14557,
2017-02-03,2/21/2018 20:00,Memphis Grizzlies,102,Oklahoma City Thunder,114,Box Score,,18203,
2017-02-03,2/21/2018 20:00,Los Angeles Lakers,107,Boston Celtics,113,Box Score,,18624,
2017-02-03,2/21/2018 20:00,Chicago Bulls,117,Houston Rockets,121,Box Score,OT,18055,
2017-02-03,2/21/2018 19:30,Minnesota Timberwolves,108,Detroit Pistons,116,Box Score,,16934,
2017-02-03,2/21/2018 22:30,Phoenix Suns,105,Sacramento Kings,103,Box Score,,17608,
2017-02-03,2/21/2018 21:00,Milwaukee Bucks,117,Denver Nuggets,121,Box Score,,18792,
2017-02-03,2/21/2018 22:30,Dallas Mavericks,108,Portland Trail Blazers,104,Box Score,,19393,
2017-02-04,2/21/2018 21:00,Denver Nuggets,97,San Antonio Spurs,121,Box Score,,18418,
2017-02-04,2/21/2018 21:00,Milwaukee Bucks,137,Phoenix Suns,112,Box Score,,17192,
2017-02-04,2/21/2018 21:00,Memphis Grizzlies,107,Minnesota Timberwolves,99,Box Score,,15081,
2017-02-04,2/21/2018 21:00,Charlotte Hornets,98,Utah Jazz,105,Box Score,,19911,
2017-02-04,2/21/2018 22:30,Golden State Warriors,106,Sacramento Kings,109,Box Score,OT,17608,
2017-02-04,2/21/2018 19:30,Philadelphia 76ers,102,Miami Heat,125,Box Score,,19754,
2017-02-04,2/21/2018 19:00,Orlando Magic,86,Atlanta Hawks,113,Box Score,,16691,
2017-02-04,2/21/2018 20:30,Cleveland Cavaliers,111,New York Knicks,104,Box Score,,19812,
2017-02-04,2/21/2018 19:00,New Orleans Pelicans,91,Washington Wizards,105,Box Score,,19651,
2017-02-04,2/21/2018 19:00,Detroit Pistons,84,Indiana Pacers,105,Box Score,,17660,
2017-02-05,2/21/2018 12:00,Toronto Raptors,103,Brooklyn Nets,95,Box Score,,14245,
2017-02-05,2/21/2018 14:00,Los Angeles Clippers,102,Boston Celtics,107,Box Score,,18624,
2017-02-05,2/21/2018 15:00,Portland Trail Blazers,99,Oklahoma City Thunder,105,Box Score,,18203,
2017-02-06,2/21/2018 20:00,Phoenix Suns,106,New Orleans Pelicans,111,Box Score,,15888,
2017-02-06,2/21/2018 19:00,Cleveland Cavaliers,140,Washington Wizards,135,Box Score,OT,20356,
2017-02-06,2/21/2018 19:00,Los Angeles Lakers,121,New York Knicks,107,Box Score,,19812,
2017-02-06,2/21/2018 22:30,Chicago Bulls,112,Sacramento Kings,107,Box Score,,17608,
2017-02-06,2/21/2018 19:30,Utah Jazz,120,Atlanta Hawks,95,Box Score,,13126,
2017-02-06,2/21/2018 19:00,Oklahoma City Thunder,90,Indiana Pacers,93,Box Score,,16123,
2017-02-06,2/21/2018 20:00,Miami Heat,115,Minnesota Timberwolves,113,Box Score,,12502,
2017-02-06,2/21/2018 21:30,San Antonio Spurs,74,Memphis Grizzlies,89,Box Score,,16708,
2017-02-06,2/21/2018 19:30,Los Angeles Clippers,109,Toronto Raptors,118,Box Score,,19800,
2017-02-06,2/21/2018 21:00,Dallas Mavericks,87,Denver Nuggets,110,Box Score,,13047,
2017-02-06,2/21/2018 19:30,Philadelphia 76ers,96,Detroit Pistons,113,Box Score,,14731,
2017-02-07,2/21/2018 19:00,Brooklyn Nets,107,Charlotte Hornets,111,Box Score,,15322,
2017-02-07,2/21/2018 20:00,Orlando Magic,104,Houston Rockets,128,Box Score,,15514,
2017-02-07,2/21/2018 20:30,Portland Trail Blazers,114,Dallas Mavericks,113,Box Score,,19326,
2017-02-08,2/21/2018 22:30,Boston Celtics,92,Sacramento Kings,108,Box Score,,17608,
2017-02-08,2/21/2018 22:30,Chicago Bulls,92,Golden State Warriors,123,Box Score,,19596,
2017-02-08,2/21/2018 20:00,Los Angeles Clippers,119,New York Knicks,115,Box Score,,19812,
2017-02-08,2/21/2018 20:00,Utah Jazz,127,New Orleans Pelicans,94,Box Score,,14508,
2017-02-08,2/21/2018 20:00,Toronto Raptors,109,Minnesota Timberwolves,112,Box Score,,13832,
2017-02-08,2/21/2018 20:00,Miami Heat,106,Milwaukee Bucks,88,Box Score,,14211,
2017-02-08,2/21/2018 19:30,Los Angeles Lakers,102,Detroit Pistons,121,Box Score,,15121,
2017-02-08,2/21/2018 19:30,Washington Wizards,114,Brooklyn Nets,110,Box Score,OT,13179,
2017-02-08,2/21/2018 19:30,Denver Nuggets,106,Atlanta Hawks,117,Box Score,,14222,
2017-02-08,2/21/2018 19:00,San Antonio Spurs,111,Philadelphia 76ers,103,Box Score,,19233,
2017-02-08,2/21/2018 19:00,Cleveland Cavaliers,132,Indiana Pacers,117,Box Score,,17580,
2017-02-08,2/21/2018 20:00,Phoenix Suns,91,Memphis Grizzlies,110,Box Score,,16044,
2017-02-09,2/21/2018 22:30,Boston Celtics,120,Portland Trail Blazers,111,Box Score,,19393,
2017-02-09,2/21/2018 20:30,Utah Jazz,105,Dallas Mavericks,112,Box Score,OT,19883,
2017-02-09,2/21/2018 19:00,Houston Rockets,107,Charlotte Hornets,95,Box Score,,16270,
2017-02-09,2/21/2018 19:00,Philadelphia 76ers,112,Orlando Magic,111,Box Score,,17829,
2017-02-09,2/21/2018 20:00,Cleveland Cavaliers,109,Oklahoma City Thunder,118,Box Score,,18203,
2017-02-10,2/21/2018 19:30,Miami Heat,108,Brooklyn Nets,99,Box Score,,15382,
2017-02-10,2/21/2018 19:30,San Antonio Spurs,103,Detroit Pistons,92,Box Score,,17222,
2017-02-10,2/21/2018 19:30,Denver Nuggets,131,New York Knicks,123,Box Score,,19812,
2017-02-10,2/21/2018 20:00,Golden State Warriors,122,Memphis Grizzlies,107,Box Score,,18119,
2017-02-10,2/21/2018 20:00,Los Angeles Lakers,122,Milwaukee Bucks,114,Box Score,,16380,
2017-02-10,2/21/2018 20:00,New Orleans Pelicans,122,Minnesota Timberwolves,106,Box Score,,16093,
2017-02-10,2/21/2018 20:00,Indiana Pacers,107,Washington Wizards,112,Box Score,,19503,
2017-02-10,2/21/2018 22:30,Chicago Bulls,97,Phoenix Suns,115,Box Score,,18055,
2017-02-10,2/21/2018 22:30,Atlanta Hawks,107,Sacramento Kings,108,Box Score,,17608,
2017-02-11,2/21/2018 20:30,Golden State Warriors,130,Oklahoma City Thunder,114,Box Score,,18203,
2017-02-11,2/21/2018 22:00,Boston Celtics,112,Utah Jazz,104,Box Score,,19911,
2017-02-11,2/21/2018 21:00,Phoenix Suns,102,Houston Rockets,133,Box Score,,18055,
2017-02-11,2/21/2018 21:00,Orlando Magic,80,Dallas Mavericks,112,Box Score,,20052,
2017-02-11,2/21/2018 19:30,Miami Heat,109,Philadelphia 76ers,117,Box Score,,20698,
2017-02-11,2/21/2018 19:00,Milwaukee Bucks,116,Indiana Pacers,100,Box Score,,17923,
2017-02-11,2/21/2018 19:30,Denver Nuggets,109,Cleveland Cavaliers,125,Box Score,,20562,
2017-02-11,2/21/2018 17:00,Los Angeles Clippers,107,Charlotte Hornets,102,Box Score,,19483,
2017-02-12,2/21/2018 15:30,Chicago Bulls,89,Minnesota Timberwolves,117,Box Score,,19356,
2017-02-12,2/21/2018 15:30,San Antonio Spurs,90,New York Knicks,94,Box Score,,19812,
2017-02-12,2/21/2018 18:00,Detroit Pistons,102,Toronto Raptors,101,Box Score,,19800,
2017-02-12,2/21/2018 21:00,New Orleans Pelicans,99,Sacramento Kings,105,Box Score,,17608,
2017-02-13,2/21/2018 19:30,Orlando Magic,116,Miami Heat,107,Box Score,,19600,
2017-02-13,2/21/2018 20:00,Detroit Pistons,89,Milwaukee Bucks,102,Box Score,,13397,
2017-02-13,2/21/2018 20:00,Oklahoma City Thunder,98,Washington Wizards,120,Box Score,,20356,
2017-02-13,2/21/2018 21:00,Los Angeles Clippers,88,Utah Jazz,72,Box Score,,19521,
2017-02-13,2/21/2018 19:30,Memphis Grizzlies,112,Brooklyn Nets,103,Box Score,,13597,
2017-02-13,2/21/2018 21:00,New Orleans Pelicans,110,Phoenix Suns,108,Box Score,,16321,
2017-02-13,2/21/2018 19:00,Philadelphia 76ers,105,Charlotte Hornets,99,Box Score,,15775,
2017-02-13,2/21/2018 22:30,Atlanta Hawks,109,Portland Trail Blazers,104,Box Score,OT,19475,
2017-02-13,2/21/2018 20:30,Boston Celtics,111,Dallas Mavericks,98,Box Score,,20159,
2017-02-13,2/21/2018 21:00,Golden State Warriors,110,Denver Nuggets,132,Box Score,,19941,
2017-02-13,2/21/2018 19:00,San Antonio Spurs,110,Indiana Pacers,106,Box Score,,15203,
2017-02-14,2/21/2018 20:00,Toronto Raptors,94,Chicago Bulls,105,Box Score,,21220,
2017-02-14,2/21/2018 20:00,Cleveland Cavaliers,116,Minnesota Timberwolves,108,Box Score,,17738,
2017-02-14,2/21/2018 22:30,Sacramento Kings,97,Los Angeles Lakers,96,Box Score,,19997,
2017-02-15,2/21/2018 19:30,Dallas Mavericks,91,Detroit Pistons,98,Box Score,,13549,
2017-02-15,2/21/2018 19:30,Philadelphia 76ers,108,Boston Celtics,116,Box Score,,18624,
2017-02-15,2/21/2018 19:00,San Antonio Spurs,107,Orlando Magic,79,Box Score,,17101,
2017-02-15,2/21/2018 19:00,Indiana Pacers,104,Cleveland Cavaliers,113,Box Score,,20562,
2017-02-15,2/21/2018 22:30,Atlanta Hawks,84,Los Angeles Clippers,99,Box Score,,19060,
2017-02-15,2/21/2018 20:00,Miami Heat,117,Houston Rockets,109,Box Score,,16967,
2017-02-15,2/21/2018 22:30,Sacramento Kings,86,Golden State Warriors,109,Box Score,,19596,
2017-02-15,2/21/2018 21:30,New York Knicks,105,Oklahoma City Thunder,116,Box Score,,18203,
2017-02-15,2/21/2018 21:00,Portland Trail Blazers,88,Utah Jazz,111,Box Score,,19590,
2017-02-15,2/21/2018 21:00,Los Angeles Lakers,101,Phoenix Suns,137,Box Score,,18055,
2017-02-15,2/21/2018 21:00,Minnesota Timberwolves,112,Denver Nuggets,99,Box Score,,13924,
2017-02-15,2/21/2018 20:00,New Orleans Pelicans,95,Memphis Grizzlies,91,Box Score,,16145,
2017-02-15,2/21/2018 19:30,Milwaukee Bucks,129,Brooklyn Nets,125,Box Score,,16182,
2017-02-15,2/21/2018 19:30,Charlotte Hornets,85,Toronto Raptors,90,Box Score,,19800,
2017-02-16,2/21/2018 20:00,Boston Celtics,103,Chicago Bulls,104,Box Score,,21866,
2017-02-16,2/21/2018 19:00,Washington Wizards,111,Indiana Pacers,98,Box Score,,17233,
2017-02-23,2/21/2018 19:00,Portland Trail Blazers,112,Orlando Magic,103,Box Score,,17487,
2017-02-23,2/21/2018 19:30,Charlotte Hornets,108,Detroit Pistons,114,Box Score,OT,14913,
2017-02-23,2/21/2018 20:00,New York Knicks,104,Cleveland Cavaliers,119,Box Score,,20562,
2017-02-23,2/21/2018 20:00,Houston Rockets,129,New Orleans Pelicans,99,Box Score,,18470,
2017-02-23,2/21/2018 22:30,Los Angeles Clippers,113,Golden State Warriors,123,Box Score,,19596,
2017-02-23,2/21/2018 22:30,Denver Nuggets,100,Sacramento Kings,116,Box Score,,17608,
2017-02-24,2/21/2018 20:00,Boston Celtics,97,Toronto Raptors,107,Box Score,,19800,
2017-02-24,2/21/2018 20:00,Los Angeles Lakers,93,Oklahoma City Thunder,110,Box Score,,18203,
2017-02-24,2/21/2018 20:00,Dallas Mavericks,84,Minnesota Timberwolves,97,Box Score,,15948,
2017-02-24,2/21/2018 22:30,San Antonio Spurs,105,Los Angeles Clippers,97,Box Score,,19060,
2017-02-24,2/21/2018 21:00,Brooklyn Nets,109,Denver Nuggets,129,Box Score,,17143,
2017-02-24,2/21/2018 19:00,Memphis Grizzlies,92,Indiana Pacers,102,Box Score,,17923,
2017-02-24,2/21/2018 20:00,Utah Jazz,109,Milwaukee Bucks,95,Box Score,,16064,
2017-02-24,2/21/2018 20:00,Phoenix Suns,121,Chicago Bulls,128,Box Score,OT,21641,
2017-02-24,2/21/2018 20:00,Miami Heat,108,Atlanta Hawks,90,Box Score,,18122,
2017-02-24,2/21/2018 19:00,Washington Wizards,112,Philadelphia 76ers,120,Box Score,,19277,
2017-02-25,2/21/2018 20:30,New Orleans Pelicans,83,Dallas Mavericks,96,Box Score,,20411,
2017-02-25,2/21/2018 22:30,Brooklyn Nets,95,Golden State Warriors,112,Box Score,,19596,
2017-02-25,2/21/2018 21:00,Minnesota Timberwolves,130,Houston Rockets,142,Box Score,,18055,
2017-02-25,2/21/2018 20:30,Chicago Bulls,117,Cleveland Cavaliers,99,Box Score,,20562,
2017-02-25,2/21/2018 19:00,Atlanta Hawks,86,Orlando Magic,105,Box Score,,18498,
2017-02-25,2/21/2018 19:30,Philadelphia 76ers,109,New York Knicks,110,Box Score,,19812,
2017-02-25,2/21/2018 17:00,Charlotte Hornets,99,Sacramento Kings,85,Box Score,,17608,
2017-02-25,2/21/2018 20:00,Indiana Pacers,95,Miami Heat,113,Box Score,,19600,
2017-02-26,2/21/2018 15:30,San Antonio Spurs,119,Los Angeles Lakers,98,Box Score,,18997,
2017-02-26,2/21/2018 15:30,Phoenix Suns,96,Milwaukee Bucks,100,Box Score,,16051,
2017-02-26,2/21/2018 17:00,Memphis Grizzlies,105,Denver Nuggets,98,Box Score,,18024,
2017-02-26,2/21/2018 17:00,Utah Jazz,102,Washington Wizards,92,Box Score,,19648,
2017-02-26,2/21/2018 18:00,Boston Celtics,104,Detroit Pistons,98,Box Score,,20141,
2017-02-26,2/21/2018 18:00,Portland Trail Blazers,106,Toronto Raptors,112,Box Score,,19800,
2017-02-26,2/21/2018 19:00,New Orleans Pelicans,110,Oklahoma City Thunder,118,Box Score,,18203,
2017-02-26,2/21/2018 21:30,Charlotte Hornets,121,Los Angeles Clippers,124,Box Score,OT,19060,
2017-02-27,2/21/2018 22:30,Minnesota Timberwolves,102,Sacramento Kings,88,Box Score,,17608,
2017-02-27,2/21/2018 21:30,Indiana Pacers,117,Houston Rockets,108,Box Score,,18055,
2017-02-27,2/21/2018 19:30,Atlanta Hawks,114,Boston Celtics,98,Box Score,,18624,
2017-02-27,2/21/2018 20:30,Miami Heat,89,Dallas Mavericks,96,Box Score,,19539,
2017-02-27,2/21/2018 19:00,Toronto Raptors,92,New York Knicks,91,Box Score,,19812,
2017-02-27,2/21/2018 19:00,Golden State Warriors,119,Philadelphia 76ers,108,Box Score,,20585,
2017-02-27,2/21/2018 19:00,Milwaukee Bucks,95,Cleveland Cavaliers,102,Box Score,,20562,
2017-02-28,2/21/2018 19:00,Golden State Warriors,108,Washington Wizards,112,Box Score,,20356,
2017-02-28,2/21/2018 19:30,Portland Trail Blazers,113,Detroit Pistons,120,Box Score,OT,13502,
2017-02-28,2/21/2018 20:00,Denver Nuggets,125,Chicago Bulls,107,Box Score,,21015,
2017-02-28,2/21/2018 20:00,Phoenix Suns,112,Memphis Grizzlies,130,Box Score,,15871,
2017-02-28,2/21/2018 20:00,Utah Jazz,106,Oklahoma City Thunder,109,Box Score,,18203,
2017-02-28,2/21/2018 22:30,Charlotte Hornets,109,Los Angeles Lakers,104,Box Score,,18997,
2017-03-01,2/21/2018 19:00,New York Knicks,101,Orlando Magic,90,Box Score,,16005,
2017-03-01,2/21/2018 20:00,Cleveland Cavaliers,99,Boston Celtics,103,Box Score,,18624,
2017-03-01,2/21/2018 22:30,Brooklyn Nets,109,Sacramento Kings,100,Box Score,,17608,
2017-03-01,2/21/2018 20:00,Detroit Pistons,86,New Orleans Pelicans,109,Box Score,,14406,
2017-03-01,2/21/2018 20:30,Indiana Pacers,99,San Antonio Spurs,100,Box Score,,18418,
2017-03-01,2/21/2018 19:30,Philadelphia 76ers,98,Miami Heat,125,Box Score,,19609,
2017-03-01,2/21/2018 19:30,Washington Wizards,105,Toronto Raptors,96,Box Score,,19800,
2017-03-01,2/21/2018 19:30,Dallas Mavericks,95,Atlanta Hawks,100,Box Score,,12483,
2017-03-01,2/21/2018 21:00,Minnesota Timberwolves,107,Utah Jazz,80,Box Score,,19127,
2017-03-01,2/21/2018 20:00,Denver Nuggets,110,Milwaukee Bucks,98,Box Score,,13214,
2017-03-01,2/21/2018 22:30,Houston Rockets,122,Los Angeles Clippers,103,Box Score,,19060,
2017-03-02,2/21/2018 20:00,Golden State Warriors,87,Chicago Bulls,94,Box Score,,22253,
2017-03-02,2/21/2018 21:00,Charlotte Hornets,103,Phoenix Suns,120,Box Score,,16572,
2017-03-02,2/21/2018 22:30,Oklahoma City Thunder,109,Portland Trail Blazers,114,Box Score,,19875,
2017-03-03,2/21/2018 21:00,Brooklyn Nets,97,Utah Jazz,112,Box Score,,19911,
2017-03-03,2/21/2018 21:00,Oklahoma City Thunder,111,Phoenix Suns,118,Box Score,,18055,
2017-03-03,2/21/2018 19:00,Miami Heat,99,Orlando Magic,110,Box Score,,17136,
2017-03-03,2/21/2018 20:30,Memphis Grizzlies,100,Dallas Mavericks,104,Box Score,,19480,
2017-03-03,2/21/2018 21:30,San Antonio Spurs,101,New Orleans Pelicans,98,Box Score,OT,17669,
2017-03-03,2/21/2018 20:00,Los Angeles Clippers,101,Milwaukee Bucks,112,Box Score,,16208,
2017-03-03,2/21/2018 19:00,New York Knicks,102,Philadelphia 76ers,105,Box Score,,18518,
2017-03-03,2/21/2018 19:00,Toronto Raptors,114,Washington Wizards,106,Box Score,,20356,
2017-03-03,2/21/2018 19:00,Cleveland Cavaliers,135,Atlanta Hawks,130,Box Score,,18877,
2017-03-03,2/21/2018 22:30,Boston Celtics,115,Los Angeles Lakers,95,Box Score,,18997,
2017-03-04,2/21/2018 21:00,Charlotte Hornets,112,Denver Nuggets,102,Box Score,,14708,
2017-03-04,2/21/2018 21:00,Minnesota Timberwolves,90,San Antonio Spurs,97,Box Score,OT,18418,
2017-03-04,2/21/2018 21:00,Memphis Grizzlies,108,Houston Rockets,123,Box Score,,18055,
2017-03-04,2/21/2018 22:00,Brooklyn Nets,116,Portland Trail Blazers,130,Box Score,,19638,
2017-03-04,2/21/2018 20:30,Los Angeles Clippers,101,Chicago Bulls,91,Box Score,,22807,
2017-03-04,2/21/2018 20:00,Cleveland Cavaliers,92,Miami Heat,120,Box Score,,19600,
2017-03-04,2/21/2018 18:00,Detroit Pistons,136,Philadelphia 76ers,106,Box Score,,19523,
2017-03-04,2/21/2018 20:00,Toronto Raptors,94,Milwaukee Bucks,101,Box Score,,16775,
2017-03-05,2/21/2018 13:00,Indiana Pacers,97,Atlanta Hawks,96,Box Score,,15366,
2017-03-05,2/21/2018 15:30,Golden State Warriors,112,New York Knicks,105,Box Score,,19812,
2017-03-05,2/21/2018 17:00,Boston Celtics,106,Phoenix Suns,109,Box Score,,16790,
2017-03-05,2/21/2018 17:00,Orlando Magic,114,Washington Wizards,115,Box Score,,19195,
2017-03-05,2/21/2018 18:00,Utah Jazz,110,Sacramento Kings,109,Box Score,OT,17608,
2017-03-05,2/21/2018 20:30,Oklahoma City Thunder,89,Dallas Mavericks,104,Box Score,,20232,
2017-03-05,2/21/2018 21:30,New Orleans Pelicans,105,Los Angeles Lakers,97,Box Score,,18997,
2017-03-06,2/21/2018 21:00,Sacramento Kings,96,Denver Nuggets,108,Box Score,,11614,
2017-03-06,2/21/2018 22:30,Boston Celtics,102,Los Angeles Clippers,116,Box Score,,19283,
2017-03-06,2/21/2018 20:30,Houston Rockets,110,San Antonio Spurs,112,Box Score,,18418,
2017-03-06,2/21/2018 20:00,Brooklyn Nets,122,Memphis Grizzlies,109,Box Score,,15505,
2017-03-06,2/21/2018 21:00,New Orleans Pelicans,83,Utah Jazz,88,Box Score,,19649,
2017-03-06,2/21/2018 19:30,Chicago Bulls,95,Detroit Pistons,109,Box Score,,16039,
2017-03-06,2/21/2018 19:30,Golden State Warriors,119,Atlanta Hawks,111,Box Score,,18890,
2017-03-06,2/21/2018 19:00,Milwaukee Bucks,112,Philadelphia 76ers,98,Box Score,,18351,
2017-03-06,2/21/2018 19:00,Miami Heat,106,Cleveland Cavaliers,98,Box Score,,20562,
2017-03-06,2/21/2018 20:00,Indiana Pacers,88,Charlotte Hornets,100,Box Score,,16387,
