Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Notes
2016-03-04,7:00 pm,Miami Heat,112,Philadelphia 76ers,102,Box Score,,17610,
2016-03-04,7:00 pm,Phoenix Suns,102,Orlando Magic,84,Box Score,,17546,
2016-03-05,8:30 pm,Houston Rockets,100,Chicago Bulls,108,Box Score,,22203,
2016-03-05,7:00 pm,Boston Celtics,103,Cleveland Cavaliers,120,Box Score,,20562,
2016-03-05,10:30 pm,Atlanta Hawks,107,Los Angeles Clippers,97,Box Score,,19236,
2016-03-05,8:00 pm,Brooklyn Nets,118,Minnesota Timberwolves,132,Box Score,,15987,
2016-03-05,7:00 pm,Utah Jazz,106,New Orleans Pelicans,94,Box Score,,16680,
2016-03-05,7:00 pm,Detroit Pistons,89,New York Knicks,102,Box Score,,19812,
2016-03-05,8:30 pm,Sacramento Kings,94,San Antonio Spurs,104,Box Score,,18418,
2016-03-05,7:00 pm,Indiana Pacers,100,Washington Wizards,99,Box Score,,20356,
2016-03-06,5:00 pm,Dallas Mavericks,114,Denver Nuggets,116,Box Score,OT,14802,
2016-03-06,6:00 pm,Portland Trail Blazers,103,Detroit Pistons,123,Box Score,,18386,
2016-03-06,3:30 pm,Golden State Warriors,95,Los Angeles Lakers,112,Box Score,,18997,
2016-03-06,4:00 pm,Phoenix Suns,109,Memphis Grizzlies,100,Box Score,,17291,
2016-03-06,6:00 pm,Philadelphia 76ers,98,Miami Heat,103,Box Score,,19820,
2016-03-06,3:30 pm,Oklahoma City Thunder,104,Milwaukee Bucks,96,Box Score,,16565,
2016-03-06,6:30 pm,Houston Rockets,113,Toronto Raptors,107,Box Score,,19800,
2016-03-07,8:00 pm,Milwaukee Bucks,90,Chicago Bulls,100,Box Score,,21672,
2016-03-07,7:00 pm,Minnesota Timberwolves,103,Charlotte Hornets,108,Box Score,,15912,
2016-03-07,7:00 pm,Memphis Grizzlies,106,Cleveland Cavaliers,103,Box Score,,20562,
2016-03-07,8:30 pm,Los Angeles Clippers,109,Dallas Mavericks,90,Box Score,,20002,
2016-03-07,10:30 pm,Orlando Magic,113,Golden State Warriors,119,Box Score,,19596,
2016-03-07,7:00 pm,San Antonio Spurs,91,Indiana Pacers,99,Box Score,,16742,
2016-03-07,8:00 pm,Sacramento Kings,112,New Orleans Pelicans,115,Box Score,,16403,
2016-03-08,9:00 pm,New York Knicks,94,Denver Nuggets,110,Box Score,,13305,
2016-03-08,10:30 pm,Orlando Magic,98,Los Angeles Lakers,107,Box Score,,18997,
2016-03-08,8:00 pm,San Antonio Spurs,116,Minnesota Timberwolves,91,Box Score,,14093,
2016-03-08,10:00 pm,Washington Wizards,109,Portland Trail Blazers,116,Box Score,OT,19393,
2016-03-08,7:30 pm,Brooklyn Nets,99,Toronto Raptors,104,Box Score,,19800,
2016-03-08,9:00 pm,Atlanta Hawks,91,Utah Jazz,84,Box Score,,19282,
2016-03-09,7:00 pm,Memphis Grizzlies,96,Boston Celtics,116,Box Score,,17790,
2016-03-09,7:00 pm,New Orleans Pelicans,113,Charlotte Hornets,122,Box Score,,16335,
2016-03-09,8:30 pm,Detroit Pistons,102,Dallas Mavericks,96,Box Score,,20249,
2016-03-09,10:30 pm,Utah Jazz,94,Golden State Warriors,115,Box Score,,19596,
2016-03-09,8:00 pm,Miami Heat,108,Milwaukee Bucks,114,Box Score,,15005,
2016-03-09,9:30 pm,Los Angeles Clippers,108,Oklahoma City Thunder,120,Box Score,,18203,
2016-03-09,7:00 pm,Houston Rockets,118,Philadelphia 76ers,104,Box Score,,15237,
2016-03-09,9:00 pm,New York Knicks,128,Phoenix Suns,97,Box Score,,17105,
2016-03-09,10:00 pm,Cleveland Cavaliers,120,Sacramento Kings,111,Box Score,,17317,
2016-03-10,9:00 pm,Phoenix Suns,98,Denver Nuggets,116,Box Score,,11582,
2016-03-10,10:30 pm,Cleveland Cavaliers,120,Los Angeles Lakers,108,Box Score,,18997,
2016-03-10,8:00 pm,Chicago Bulls,101,San Antonio Spurs,109,Box Score,,18418,
2016-03-10,7:30 pm,Atlanta Hawks,96,Toronto Raptors,104,Box Score,,19800,
2016-03-11,7:00 pm,Detroit Pistons,103,Charlotte Hornets,118,Box Score,,18189,
2016-03-11,10:30 pm,Portland Trail Blazers,112,Golden State Warriors,128,Box Score,,19596,
2016-03-11,10:30 pm,New York Knicks,94,Los Angeles Clippers,101,Box Score,,19175,
2016-03-11,7:30 pm,Houston Rockets,102,Boston Celtics,98,Box Score,,18624,
2016-03-11,8:00 pm,Miami Heat,118,Chicago Bulls,96,Box Score,,22067,
2016-03-11,10:00 pm,Orlando Magic,107,Sacramento Kings,100,Box Score,,17081,
2016-03-11,9:00 pm,Washington Wizards,93,Utah Jazz,114,Box Score,,19911,
2016-03-11,8:00 pm,New Orleans Pelicans,114,Memphis Grizzlies,121,Box Score,OT,18119,
2016-03-11,8:00 pm,Minnesota Timberwolves,99,Oklahoma City Thunder,96,Box Score,,18203,
2016-03-11,7:00 pm,Brooklyn Nets,89,Philadelphia 76ers,95,Box Score,,14128,
2016-03-12,7:00 pm,Houston Rockets,109,Charlotte Hornets,125,Box Score,,19303,
2016-03-12,9:30 pm,Washington Wizards,100,Denver Nuggets,116,Box Score,,13213,
2016-03-12,7:30 pm,Memphis Grizzlies,83,Atlanta Hawks,95,Box Score,,17515,
2016-03-12,10:30 pm,Phoenix Suns,116,Golden State Warriors,123,Box Score,,19596,
2016-03-12,2:00 pm,Indiana Pacers,112,Dallas Mavericks,105,Box Score,,20459,
2016-03-12,8:30 pm,Oklahoma City Thunder,85,San Antonio Spurs,93,Box Score,,18418,
2016-03-12,7:00 pm,Miami Heat,104,Toronto Raptors,112,Box Score,OT,19800,
2016-03-12,7:30 pm,New Orleans Pelicans,92,Milwaukee Bucks,103,Box Score,,16518,
2016-03-12,7:00 pm,Detroit Pistons,125,Philadelphia 76ers,111,Box Score,,16087,
2016-03-12,10:30 pm,Orlando Magic,84,Portland Trail Blazers,121,Box Score,,19452,
2016-03-13,6:00 pm,Indiana Pacers,75,Atlanta Hawks,104,Box Score,,17066,
2016-03-13,8:00 pm,Milwaukee Bucks,109,Brooklyn Nets,100,Box Score,,15241,
2016-03-13,3:30 pm,Cleveland Cavaliers,114,Los Angeles Clippers,90,Box Score,,19342,
2016-03-13,9:30 pm,New York Knicks,90,Los Angeles Lakers,87,Box Score,,18997,
2016-03-13,6:00 pm,Utah Jazz,108,Sacramento Kings,99,Box Score,,17023,
2016-03-14,8:00 pm,Detroit Pistons,81,Washington Wizards,124,Box Score,,18042,
2016-03-14,8:00 pm,Portland Trail Blazers,94,Oklahoma City Thunder,128,Box Score,,18203,
2016-03-14,7:30 pm,Chicago Bulls,109,Toronto Raptors,107,Box Score,,19800,
2016-03-14,7:30 pm,Denver Nuggets,119,Miami Heat,124,Box Score,,19744,
2016-03-14,10:30 pm,Cleveland Cavaliers,85,Utah Jazz,94,Box Score,,19911,
2016-03-14,10:00 pm,Minnesota Timberwolves,104,Phoenix Suns,107,Box Score,,17480,
2016-03-14,7:00 pm,Dallas Mavericks,107,Charlotte Hornets,96,Box Score,,15686,
2016-03-14,8:00 pm,Memphis Grizzlies,81,Houston Rockets,130,Box Score,,18226,
2016-03-14,10:30 pm,New Orleans Pelicans,107,Golden State Warriors,125,Box Score,,19596,
2016-03-15,7:30 pm,Philadelphia 76ers,114,Brooklyn Nets,131,Box Score,,14560,
2016-03-15,7:00 pm,Boston Celtics,98,Indiana Pacers,103,Box Score,,17118,
2016-03-15,10:30 pm,Sacramento Kings,106,Los Angeles Lakers,98,Box Score,,18997,
2016-03-15,8:00 pm,Toronto Raptors,107,Milwaukee Bucks,89,Box Score,,13522,
2016-03-15,7:00 pm,Denver Nuggets,110,Orlando Magic,116,Box Score,,16988,
2016-03-15,8:30 pm,Los Angeles Clippers,87,San Antonio Spurs,108,Box Score,,18418,
2016-03-16,7:00 pm,Oklahoma City Thunder,130,Boston Celtics,109,Box Score,,18624,
2016-03-16,7:00 pm,Orlando Magic,99,Charlotte Hornets,107,Box Score,,16148,
2016-03-16,7:00 pm,Dallas Mavericks,98,Cleveland Cavaliers,99,Box Score,,20562,
2016-03-16,7:30 pm,Atlanta Hawks,118,Detroit Pistons,114,Box Score,,14121,
2016-03-16,10:30 pm,New York Knicks,85,Golden State Warriors,121,Box Score,,19596,
2016-03-16,9:30 pm,Los Angeles Clippers,122,Houston Rockets,106,Box Score,,18304,
2016-03-16,8:00 pm,Minnesota Timberwolves,114,Memphis Grizzlies,108,Box Score,,16588,
2016-03-16,10:00 pm,New Orleans Pelicans,123,Sacramento Kings,108,Box Score,,17086,
2016-03-16,7:00 pm,Chicago Bulls,96,Washington Wizards,117,Box Score,,19556,
2016-03-17,8:00 pm,Denver Nuggets,98,Atlanta Hawks,116,Box Score,,14383,
2016-03-17,8:00 pm,Brooklyn Nets,102,Chicago Bulls,118,Box Score,,21513,
2016-03-17,7:00 pm,Toronto Raptors,101,Indiana Pacers,94,Box Score,OT,15104,
2016-03-17,7:30 pm,Charlotte Hornets,109,Miami Heat,106,Box Score,,19848,
2016-03-17,8:00 pm,Memphis Grizzlies,86,Milwaukee Bucks,96,Box Score,,11740,
2016-03-17,7:00 pm,Washington Wizards,99,Philadelphia 76ers,94,Box Score,,10521,
2016-03-17,8:30 pm,Portland Trail Blazers,110,San Antonio Spurs,118,Box Score,,18418,
2016-03-17,9:00 pm,Phoenix Suns,69,Utah Jazz,103,Box Score,,18784,
2016-03-18,10:30 pm,Phoenix Suns,95,Los Angeles Lakers,90,Box Score,,18997,
2016-03-18,7:30 pm,Sacramento Kings,108,Detroit Pistons,115,Box Score,,15982,
2016-03-18,8:00 pm,Minnesota Timberwolves,111,Houston Rockets,116,Box Score,,18142,
2016-03-18,8:30 pm,Golden State Warriors,130,Dallas Mavericks,112,Box Score,,20515,
2016-03-18,8:00 pm,Portland Trail Blazers,117,New Orleans Pelicans,112,Box Score,,17263,
2016-03-18,7:00 pm,Cleveland Cavaliers,109,Orlando Magic,103,Box Score,,18046,
2016-03-18,7:30 pm,Boston Celtics,91,Toronto Raptors,105,Box Score,,19800,
2016-03-18,7:00 pm,Oklahoma City Thunder,111,Philadelphia 76ers,97,Box Score,,20388,
2016-03-19,7:30 pm,Houston Rockets,97,Atlanta Hawks,109,Box Score,,18067,
2016-03-19,8:00 pm,Utah Jazz,85,Chicago Bulls,92,Box Score,,21856,
2016-03-19,6:00 pm,Denver Nuggets,101,Charlotte Hornets,93,Box Score,,19271,
2016-03-19,7:00 pm,Brooklyn Nets,103,Detroit Pistons,115,Box Score,,17559,
2016-03-19,7:00 pm,Oklahoma City Thunder,115,Indiana Pacers,111,Box Score,,18165,
2016-03-19,8:00 pm,Los Angeles Clippers,102,Memphis Grizzlies,113,Box Score,,18119,
2016-03-19,7:30 pm,Cleveland Cavaliers,101,Miami Heat,122,Box Score,,19737,
2016-03-19,8:30 pm,Golden State Warriors,79,San Antonio Spurs,87,Box Score,,18825,
2016-03-19,7:00 pm,New York Knicks,89,Washington Wizards,99,Box Score,,20356,
2016-03-20,4:00 pm,Portland Trail Blazers,120,Dallas Mavericks,132,Box Score,OT,20351,
2016-03-20,7:00 pm,Utah Jazz,94,Milwaukee Bucks,85,Box Score,,14124,
2016-03-20,6:00 pm,Los Angeles Clippers,105,New Orleans Pelicans,109,Box Score,,17407,
2016-03-20,7:30 pm,Sacramento Kings,88,New York Knicks,80,Box Score,,19812,
2016-03-20,6:00 pm,Boston Celtics,120,Philadelphia 76ers,105,Box Score,,15103,
2016-03-20,4:30 pm,Orlando Magic,100,Toronto Raptors,105,Box Score,,19800,
2016-03-21,10:00 pm,Memphis Grizzlies,103,Phoenix Suns,97,Box Score,,15868,
2016-03-21,7:30 pm,Orlando Magic,96,Boston Celtics,107,Box Score,,18624,
2016-03-21,8:00 pm,Sacramento Kings,102,Chicago Bulls,109,Box Score,,21531,
2016-03-21,7:00 pm,Denver Nuggets,91,Cleveland Cavaliers,124,Box Score,,20562,
2016-03-21,8:00 pm,Golden State Warriors,109,Minnesota Timberwolves,104,Box Score,,19452,
2016-03-21,7:30 pm,Milwaukee Bucks,91,Detroit Pistons,92,Box Score,,13577,
2016-03-21,7:00 pm,Philadelphia 76ers,75,Indiana Pacers,91,Box Score,,16155,
2016-03-21,8:00 pm,Washington Wizards,117,Atlanta Hawks,102,Box Score,,15729,
2016-03-21,7:00 pm,San Antonio Spurs,88,Charlotte Hornets,91,Box Score,,18260,
2016-03-22,7:30 pm,Charlotte Hornets,105,Brooklyn Nets,100,Box Score,,15739,
2016-03-22,10:30 pm,Memphis Grizzlies,100,Los Angeles Lakers,107,Box Score,,18997,
2016-03-22,8:00 pm,Miami Heat,113,New Orleans Pelicans,99,Box Score,,16867,
2016-03-22,8:00 pm,Houston Rockets,107,Oklahoma City Thunder,111,Box Score,,18203,
2016-03-23,8:00 pm,New York Knicks,115,Chicago Bulls,107,Box Score,,21788,
2016-03-23,7:00 pm,Milwaukee Bucks,104,Cleveland Cavaliers,113,Box Score,,20562,
2016-03-23,9:00 pm,Philadelphia 76ers,103,Denver Nuggets,104,Box Score,,10684,
2016-03-23,7:30 pm,Toronto Raptors,79,Boston Celtics,91,Box Score,,18624,
2016-03-23,7:30 pm,Orlando Magic,102,Detroit Pistons,118,Box Score,,16609,
2016-03-23,10:30 pm,Los Angeles Clippers,98,Golden State Warriors,114,Box Score,,19596,
2016-03-23,8:00 pm,Utah Jazz,89,Houston Rockets,87,Box Score,,18151,
2016-03-23,8:30 pm,Miami Heat,88,San Antonio Spurs,112,Box Score,,18418,
2016-03-23,8:00 pm,Sacramento Kings,104,Minnesota Timberwolves,113,Box Score,,12151,
2016-03-23,10:00 pm,Los Angeles Lakers,107,Phoenix Suns,119,Box Score,,18191,
2016-03-23,10:00 pm,Dallas Mavericks,103,Portland Trail Blazers,109,Box Score,,19819,
2016-03-23,7:00 pm,Atlanta Hawks,122,Washington Wizards,101,Box Score,,18807,
2016-03-24,7:30 pm,Cleveland Cavaliers,95,Brooklyn Nets,104,Box Score,,17732,
2016-03-24,7:00 pm,New Orleans Pelicans,84,Indiana Pacers,92,Box Score,,17517,
2016-03-24,10:30 pm,Portland Trail Blazers,94,Los Angeles Clippers,96,Box Score,,19359,
2016-03-24,7:30 pm,Chicago Bulls,94,New York Knicks,106,Box Score,,19812,
2016-03-24,8:00 pm,Utah Jazz,91,Oklahoma City Thunder,113,Box Score,,18203,
2016-03-25,8:00 pm,Milwaukee Bucks,90,Atlanta Hawks,101,Box Score,,17070,
2016-03-25,7:30 pm,Charlotte Hornets,105,Detroit Pistons,112,Box Score,,17209,
2016-03-25,10:30 pm,Dallas Mavericks,120,Golden State Warriors,128,Box Score,,19596,
2016-03-25,8:00 pm,Toronto Raptors,109,Houston Rockets,112,Box Score,,18230,
2016-03-25,10:30 pm,Denver Nuggets,116,Los Angeles Lakers,105,Box Score,,18997,
2016-03-25,8:00 pm,Orlando Magic,97,Miami Heat,108,Box Score,,19918,
2016-03-25,10:00 pm,Phoenix Suns,94,Sacramento Kings,116,Box Score,,17317,
2016-03-25,8:30 pm,Memphis Grizzlies,104,San Antonio Spurs,110,Box Score,,18418,
2016-03-25,7:00 pm,Minnesota Timberwolves,132,Washington Wizards,129,Box Score,2OT,20356,
2016-03-26,7:00 pm,Toronto Raptors,115,New Orleans Pelicans,91,Box Score,,17009,
2016-03-26,7:30 pm,Atlanta Hawks,112,Detroit Pistons,95,Box Score,,17857,
2016-03-26,8:30 pm,Charlotte Hornets,115,Milwaukee Bucks,91,Box Score,,15544,
2016-03-26,8:00 pm,Utah Jazz,93,Minnesota Timberwolves,84,Box Score,,14694,
2016-03-26,6:00 pm,Indiana Pacers,110,Brooklyn Nets,120,Box Score,,16625,
2016-03-26,7:30 pm,Cleveland Cavaliers,107,New York Knicks,93,Box Score,,19812,
2016-03-26,8:00 pm,San Antonio Spurs,92,Oklahoma City Thunder,111,Box Score,,18203,
2016-03-26,7:00 pm,Chicago Bulls,89,Orlando Magic,111,Box Score,,18846,
2016-03-26,10:00 pm,Philadelphia 76ers,105,Portland Trail Blazers,108,Box Score,,19506,
2016-03-26,10:00 pm,Boston Celtics,102,Phoenix Suns,99,Box Score,,18055,
2016-03-27,8:00 pm,Philadelphia 76ers,105,Golden State Warriors,117,Box Score,,19596,
2016-03-27,6:00 pm,Houston Rockets,101,Indiana Pacers,104,Box Score,,17165,
2016-03-27,3:30 pm,Denver Nuggets,90,Los Angeles Clippers,105,Box Score,,19060,
2016-03-27,9:30 pm,Washington Wizards,101,Los Angeles Lakers,88,Box Score,,18997,
2016-03-27,6:00 pm,Dallas Mavericks,111,Sacramento Kings,133,Box Score,,17147,
2016-03-28,8:00 pm,Atlanta Hawks,102,Chicago Bulls,100,Box Score,,21761,
2016-03-28,9:00 pm,Dallas Mavericks,97,Denver Nuggets,88,Box Score,,14844,
2016-03-28,10:30 pm,Boston Celtics,90,Los Angeles Clippers,114,Box Score,,19258,
2016-03-28,8:00 pm,San Antonio Spurs,101,Memphis Grizzlies,87,Box Score,,17133,
2016-03-28,7:30 pm,Brooklyn Nets,99,Miami Heat,110,Box Score,,20003,
2016-03-28,8:00 pm,Phoenix Suns,116,Minnesota Timberwolves,121,Box Score,,11141,
2016-03-28,8:00 pm,New York Knicks,91,New Orleans Pelicans,99,Box Score,,17000,
2016-03-28,10:00 pm,Sacramento Kings,93,Portland Trail Blazers,105,Box Score,,19393,
2016-03-28,7:30 pm,Oklahoma City Thunder,119,Toronto Raptors,100,Box Score,,19800,
2016-03-28,9:00 pm,Los Angeles Lakers,75,Utah Jazz,123,Box Score,,19911,
2016-03-29,7:30 pm,Oklahoma City Thunder,82,Detroit Pistons,88,Box Score,,18201,
2016-03-29,8:00 pm,Houston Rockets,106,Cleveland Cavaliers,100,Box Score,,20562,
2016-03-29,10:30 pm,Washington Wizards,94,Golden State Warriors,102,Box Score,,19596,
2016-03-29,7:00 pm,Chicago Bulls,98,Indiana Pacers,96,Box Score,,17050,
2016-03-29,7:00 pm,Charlotte Hornets,100,Philadelphia 76ers,85,Box Score,,14486,
2016-03-29,7:00 pm,Brooklyn Nets,105,Orlando Magic,139,Box Score,,17536,
2016-03-30,8:30 pm,New York Knicks,89,Dallas Mavericks,91,Box Score,,20435,
2016-03-30,10:30 pm,Miami Heat,100,Los Angeles Lakers,102,Box Score,OT,18997,
2016-03-30,8:00 pm,Denver Nuggets,109,Memphis Grizzlies,105,Box Score,,16401,
2016-03-30,8:00 pm,Phoenix Suns,94,Milwaukee Bucks,105,Box Score,,15733,
2016-03-30,8:00 pm,Los Angeles Clippers,99,Minnesota Timberwolves,79,Box Score,,12252,
2016-03-30,10:00 pm,Washington Wizards,111,Sacramento Kings,120,Box Score,,17185,
2016-03-30,8:30 pm,New Orleans Pelicans,92,San Antonio Spurs,100,Box Score,,18418,
2016-03-30,7:30 pm,Atlanta Hawks,97,Toronto Raptors,105,Box Score,,19800,
2016-03-30,9:00 pm,Golden State Warriors,103,Utah Jazz,96,Box Score,OT,19911,
2016-03-31,7:00 pm,Brooklyn Nets,87,Cleveland Cavaliers,107,Box Score,,20562,
2016-03-31,7:00 pm,Chicago Bulls,103,Houston Rockets,100,Box Score,,18244,
2016-03-31,7:00 pm,Orlando Magic,114,Indiana Pacers,94,Box Score,,17234,
2016-03-31,8:00 pm,Denver Nuggets,95,New Orleans Pelicans,101,Box Score,,16269,
2016-03-31,9:30 pm,Los Angeles Clippers,117,Oklahoma City Thunder,119,Box Score,,18203,
2016-03-31,10:00 pm,Boston Celtics,109,Portland Trail Blazers,116,Box Score,,19393,
2016-04-01,8:00 pm,Cleveland Cavaliers,110,Atlanta Hawks,108,Box Score,OT,19427,
2016-04-01,8:00 pm,Toronto Raptors,99,Memphis Grizzlies,95,Box Score,,17077,
2016-04-01,7:30 pm,Dallas Mavericks,98,Detroit Pistons,89,Box Score,,19031,
2016-04-01,10:30 pm,Boston Celtics,109,Golden State Warriors,106,Box Score,,19596,
2016-04-01,7:00 pm,Philadelphia 76ers,91,Charlotte Hornets,100,Box Score,,19244,
2016-04-01,9:00 pm,Minnesota Timberwolves,85,Utah Jazz,98,Box Score,,19911,
2016-04-01,7:30 pm,Brooklyn Nets,91,New York Knicks,105,Box Score,,19812,
2016-04-01,10:30 pm,Washington Wizards,106,Phoenix Suns,99,Box Score,,17345,
2016-04-01,10:00 pm,Miami Heat,112,Sacramento Kings,106,Box Score,,17317,
2016-04-01,8:00 pm,Orlando Magic,110,Milwaukee Bucks,113,Box Score,,16268,
2016-04-02,8:00 pm,Detroit Pistons,94,Chicago Bulls,90,Box Score,,22197,
2016-04-02,9:00 pm,Sacramento Kings,115,Denver Nuggets,106,Box Score,,15607,
2016-04-02,7:30 pm,Indiana Pacers,115,Philadelphia 76ers,102,Box Score,,19213,
2016-04-02,10:00 pm,Miami Heat,93,Portland Trail Blazers,110,Box Score,,19633,
2016-04-02,8:30 pm,Toronto Raptors,95,San Antonio Spurs,102,Box Score,,18418,
2016-04-03,3:30 pm,Oklahoma City Thunder,110,Houston Rockets,118,Box Score,,18462,
2016-04-03,9:30 pm,Boston Celtics,107,Los Angeles Lakers,100,Box Score,,18997,
2016-04-03,3:30 pm,Dallas Mavericks,88,Minnesota Timberwolves,78,Box Score,,16117,
2016-04-03,6:00 pm,Utah Jazz,101,Phoenix Suns,86,Box Score,,17279,
2016-04-03,3:30 pm,Washington Wizards,109,Los Angeles Clippers,114,Box Score,,19060,
2016-04-03,6:00 pm,Memphis Grizzlies,107,Orlando Magic,119,Box Score,,17741,
2016-04-03,7:00 pm,Chicago Bulls,102,Milwaukee Bucks,98,Box Score,,15768,
2016-04-03,7:30 pm,Indiana Pacers,92,New York Knicks,87,Box Score,,19812,
2016-04-03,8:00 pm,Portland Trail Blazers,111,Golden State Warriors,136,Box Score,,19596,
2016-04-03,3:30 pm,Charlotte Hornets,103,Cleveland Cavaliers,112,Box Score,,20562,
2016-04-03,1:00 pm,New Orleans Pelicans,106,Brooklyn Nets,87,Box Score,,16329,
2016-04-05,7:00 pm,New Orleans Pelicans,93,Philadelphia 76ers,107,Box Score,,10978,
2016-04-05,8:00 pm,Cleveland Cavaliers,109,Milwaukee Bucks,80,Box Score,,15061,
2016-04-05,8:00 pm,Chicago Bulls,92,Memphis Grizzlies,108,Box Score,,17591,
2016-04-05,8:00 pm,Phoenix Suns,90,Atlanta Hawks,103,Box Score,,15176,
2016-04-05,10:00 pm,Portland Trail Blazers,115,Sacramento Kings,107,Box Score,,17317,
2016-04-05,9:00 pm,Oklahoma City Thunder,124,Denver Nuggets,102,Box Score,,12611,
2016-04-05,7:30 pm,Charlotte Hornets,90,Toronto Raptors,96,Box Score,,19800,
2016-04-05,9:00 pm,San Antonio Spurs,88,Utah Jazz,86,Box Score,,19381,
2016-04-05,8:00 pm,Detroit Pistons,89,Miami Heat,107,Box Score,,19621,
2016-04-05,10:30 pm,Los Angeles Lakers,81,Los Angeles Clippers,103,Box Score,,19537,
2016-04-05,10:30 pm,Minnesota Timberwolves,124,Golden State Warriors,117,Box Score,OT,19596,
2016-04-06,7:30 pm,New Orleans Pelicans,97,Boston Celtics,104,Box Score,,18624,
2016-04-06,9:30 pm,Houston Rockets,86,Dallas Mavericks,88,Box Score,,20108,
2016-04-06,7:00 pm,Cleveland Cavaliers,109,Indiana Pacers,123,Box Score,,18165,
2016-04-06,10:30 pm,Los Angeles Clippers,91,Los Angeles Lakers,81,Box Score,,18997,
2016-04-06,7:30 pm,Charlotte Hornets,111,New York Knicks,97,Box Score,,19812,
2016-04-06,7:00 pm,Detroit Pistons,108,Orlando Magic,104,Box Score,,16553,
2016-04-06,10:00 pm,Oklahoma City Thunder,115,Portland Trail Blazers,120,Box Score,,19393,
2016-04-06,7:00 pm,Brooklyn Nets,103,Washington Wizards,121,Box Score,,16846,
2016-04-07,8:00 pm,Toronto Raptors,87,Atlanta Hawks,95,Box Score,,17864,
2016-04-07,10:30 pm,San Antonio Spurs,101,Golden State Warriors,112,Box Score,,19596,
2016-04-07,8:00 pm,Phoenix Suns,124,Houston Rockets,115,Box Score,,18227,
2016-04-07,8:00 pm,Chicago Bulls,98,Miami Heat,106,Box Score,,19771,
2016-04-07,10:00 pm,Minnesota Timberwolves,105,Sacramento Kings,97,Box Score,,17317,
2016-04-08,7:30 pm,Milwaukee Bucks,109,Boston Celtics,124,Box Score,,18624,
2016-04-08,9:00 pm,San Antonio Spurs,98,Denver Nuggets,102,Box Score,,16347,
2016-04-08,8:30 pm,Memphis Grizzlies,93,Dallas Mavericks,103,Box Score,,20211,
2016-04-08,7:00 pm,Brooklyn Nets,99,Charlotte Hornets,113,Box Score,,18337,
2016-04-08,7:30 pm,Washington Wizards,99,Detroit Pistons,112,Box Score,,18207,
2016-04-08,8:00 pm,Los Angeles Lakers,102,New Orleans Pelicans,110,Box Score,,18607,
2016-04-08,7:00 pm,Miami Heat,109,Orlando Magic,112,Box Score,,18152,
2016-04-08,9:00 pm,Los Angeles Clippers,102,Utah Jazz,99,Box Score,OT,19911,
2016-04-08,7:30 pm,Indiana Pacers,98,Toronto Raptors,111,Box Score,,19800,
2016-04-08,7:00 pm,New York Knicks,109,Philadelphia 76ers,102,Box Score,,16076,
2016-04-09,7:30 pm,Boston Celtics,107,Atlanta Hawks,118,Box Score,,19257,
2016-04-09,8:30 pm,Cleveland Cavaliers,102,Chicago Bulls,105,Box Score,,22186,
2016-04-09,8:00 pm,Golden State Warriors,100,Memphis Grizzlies,99,Box Score,,18119,
